Date,AGG,DBC,EEM,EFA,GLD,HYG,IWM,LQD,SPY,TLT,UUP,VNQ,VT,XLE,XLK
2008-07-01,61.8434944152832,39.204978942871094,31.3693790435791,41.74525833129883,92.66000366210938,33.205474853515625,54.60401916503906,53.62162780761719,93.65325164794922,56.56745147705078,19.282922744750977,29.08196449279785,34.298519134521484,52.34087371826172,17.97722053527832
2008-07-02,61.769046783447266,39.95346450805664,30.475141525268555,41.08156967163086,93.16999816894531,33.1805534362793,53.05495071411133,53.5844612121582,92.04835510253906,56.863197326660156,19.188522338867188,28.72323226928711,33.79557800292969,50.7620964050293,17.740163803100586
2008-07-03,61.787662506103516,39.93625259399414,30.3880615234375,41.34581756591797,92.05999755859375,33.16632080078125,52.7694206237793,53.51542282104492,92.14319610595703,56.739986419677734,19.3773193359375,28.429271697998047,33.886390686035156,50.01395797729492,17.66114044189453
2008-07-07,62.004798889160156,39.394256591796875,30.27980613708496,40.98938751220703,91.2300033569336,33.19478225708008,52.10315704345703,53.7651252746582,91.20211029052734,56.998817443847656,19.360157012939453,27.791534423828125,33.8165283203125,48.75919723510742,17.858699798583984
2008-07-08,62.24681854248047,37.966121673583984,30.651636123657227,41.2044792175293,90.86000061035156,33.10580062866211,53.99089050292969,54.05732727050781,92.82159423828125,57.368595123291016,19.445972442626953,29.864192962646484,33.87939453125,47.9521484375,18.04043960571289
2008-07-09,62.48876190185547,37.9403076171875,30.032730102539062,40.669830322265625,91.5,32.99183654785156,52.547332763671875,54.09455871582031,91.03433990478516,57.621253967285156,19.30866813659668,27.82640838623047,33.48820877075195,47.0390510559082,17.50309944152832
2008-07-10,62.54466247558594,38.97269058227539,30.576324462890625,41.02010726928711,93.52999877929688,33.03458786010742,53.062889099121094,53.7863883972168,91.40641021728516,57.61506271362305,19.29150390625,28.3645076751709,33.43231201171875,48.48231506347656,17.724363327026367
2008-07-11,62.190982818603516,39.514705657958984,30.371593475341797,40.37485122680664,95.16000366210938,32.99183654785156,53.35637664794922,53.3719482421875,90.34134674072266,56.795413970947266,19.162778854370117,28.22500991821289,33.28565216064453,48.187774658203125,17.558408737182617
2008-07-14,62.28400421142578,39.53190994262695,30.333938598632812,40.288818359375,95.91000366210938,32.913509368896484,52.47593688964844,53.39845275878906,89.5242691040039,57.294593811035156,19.128454208374023,27.24348258972168,33.17385482788086,48.505897521972656,17.424070358276367
2008-07-15,62.5259895324707,38.27583312988281,29.82797622680664,39.643558502197266,96.16999816894531,32.404273986816406,52.25387191772461,53.387916564941406,88.26224517822266,57.27610397338867,19.111289978027344,26.979412078857422,32.663936614990234,46.46173858642578,17.384571075439453
