Date,View A,View B,View C,View D,View E,View F,View G
2020-01-02,0.009998799907097171,0.005479683669869664,0.003369760351861667,0.0010343009891230117,0.004844768463925323,0.0010933282012072203,0.009043843653770624
2020-01-03,-0.0002466750921699583,0.006643274023985153,0.001489219305034227,0.006145976614905915,0.004795514944548012,0.003806578924408489,-0.0010238353660425223
2020-01-06,9.91012341648779e-05,-0.0017727031133820082,2.4748807727550427e-05,0.0012038652611717458,-0.0009047011225528547,-8.385345057399838e-05,0.0006521378844595771
2020-01-07,-0.0006710931339817038,-0.0018889061004840136,-0.0024627206240287964,-0.0035743781829008546,-0.0013509473468946473,-0.003257874033614604,-0.0013317067351094683
2020-01-08,0.002434392045882395,-0.0031745871313836787,0.0003482668454926935,-0.004777948543145248,-0.0012778226522257353,-0.002348600018608244,0.001555705389723155
2020-01-09,0.004984677973601053,0.0021235936387620177,0.0012423460879934056,0.0004884577596364552,0.0012895517201969105,0.0013667039243421548,0.004717589041136132
2020-01-10,0.0011563624555153973,0.003910365868728867,-0.0003017733371818371,0.003009900982861541,0.0019433650966432982,0.002418895429974798,0.0006435966664268024
2020-01-13,0.003352716732201942,-0.0019991592707091542,0.0028295416439726,0.0005370536149126291,5.550213346127949e-05,0.0014648052070909178,0.0034882263051717634
2020-01-14,-0.0008367167468236918,0.0017801142910790558,0.00315357377229251,0.0004359057954925805,0.0023635867290241193,0.00026789235274815533,-0.00048229068154509805
2020-01-15,0.00196779419355434,0.0028936973531085777,0.004344707371931698,0.0021449765815497635,0.0033494047854695412,0.0018709781619958025,0.0018123025409536482
2020-01-16,0.004634591805909425,-0.0005442675752693601,0.007212028322767331,0.001421895346541554,0.0026329718722268892,0.002137349589458047,0.0049660786609050656
2020-01-17,0.001496709602165521,-0.002507579685837876,-0.002901337955774923,-0.0011377637275358098,-0.0022884254862624463,-0.0006511951904377063,0.0007949400924193491
2020-01-21,0.00218395864722483,0.004285432062186476,-0.0029722761113106294,0.001474160822071888,0.0010121969905231428,0.0009923128554353306,7.438542259376028e-05
2020-01-22,0.0018304565671702399,0.001112476295690016,0.00017015993036985778,-0.0038849065283356335,0.0006433681960928896,-0.002531356991802004,0.001214149042800718
2020-01-23,0.0034361083310899786,0.0026779842958901874,0.001319153486980013,0.0015569785606815859,0.002538229708111689,0.0012221619207180969,0.0022318352225709145
2020-01-24,0.00038729076542150785,0.003375320200779953,-0.005394934130399375,-0.002340950356279914,1.693773578679376e-05,-0.002467782280055859,-0.0016489821965116848
2020-01-27,-0.005282757611793049,0.005379366706623744,-0.003315286818892812,-0.0037890937736520403,0.002465360049749066,-0.004047218854120994,-0.007188320004580724
2020-01-28,0.0051329306733870535,-0.003087500560373831,0.002935598597274585,0.00037813442972730585,-0.0008486261615626653,0.0018355632193145914,0.005116069175706293
2020-01-29,0.0034641647695210515,0.004434282703346757,-0.0010937777891554391,-0.0005174663424624107,0.002193619131131939,-0.00036035180423981826,0.002122588106230081
2020-01-30,0.0028804110480277895,-3.411649120050057e-05,-0.000331194706905821,-0.00010318997890582083,-0.0006045198541005578,-0.00040305657362701725,0.002302473186857321
2020-01-31,-0.008092027108533769,0.003564043958235237,-0.010821805177248464,-0.005108850641909076,-0.002799081640494315,-0.005382259186380873,-0.009653849592235381
2020-02-03,0.004667502659823914,-0.0009144404385413227,0.006630787046951251,-0.003963102678399197,0.0029569045104212003,-0.0013454073192605827,0.00417652982458868
2020-02-04,0.006126937868010095,-0.005959838644571435,0.00577016685985531,-0.0004374105426531677,-0.0010782084196213296,0.001892990705811574,0.006704180260248627
2020-02-05,0.0007430940003345275,-0.0027183189885921417,0.007590273255568433,0.00493200822733354,0.0016934332346696269,0.004131910497784115,0.003637937736529072
2020-02-06,0.004554995845619107,0.0016108876627642138,-5.329051171230046e-05,0.0011652474774542436,0.0014521127457057885,0.0009194435591540529,0.0031046262152256143
2020-02-07,-0.0003976596029775668,0.005173324324603496,-0.004621775115800755,0.0007862027728086578,0.0012299805855982991,0.00021907099593784657,-0.0017102413777084857
2020-02-10,0.006056448194099027,0.0018533857087922228,0.004224819507564195,0.0016668783523958017,0.0028490840362473705,0.0023384702517829222,0.005395421718638817
2020-02-11,-0.0027033984663185394,-0.0021542288723911335,0.002813366745182452,0.0021917066421812555,-0.0003313160697168173,0.0021345124780478104,-0.0008003888173539464
2020-02-12,0.0031907266294582924,-0.0014700096775390587,0.0033204754945762426,0.0038016057065356113,0.0006726494887437182,0.0035196179118730654,0.0038104983404829962
2020-02-13,8.55121220564074e-05,0.0013594714927347407,0.002720374563087916,0.0020593157757959044,0.0024209173969597236,0.0013986844404745627,-0.0001929665567672389
2020-02-14,0.0027603331451113607,0.0022379048399619825,-0.0013128529959313454,0.002793197168090618,0.0005694683009785966,0.00230458019438776,0.0019110667723338372
2020-02-18,0.0011436166610184813,0.0035990347988132596,0.0011178967156887968,0.0018992552803507763,0.0032435370175396706,0.0008644596092429646,0.00028601554822676697
2020-02-19,0.004728840691678485,0.00034853216237792754,0.003545631690844368,-7.481733590585378e-05,0.002045284128715583,-0.0006568004672724341,0.004648297312591691
2020-02-20,-0.0014831748731686436,0.0038293027601326046,0.003528062371043565,0.003908468728633579,0.0039634538739415845,0.0035345985454473183,-0.001357861085686733
2020-02-21,-0.006108262282371206,0.004211303974761075,-0.004055068586952828,0.0014969854511106997,0.00020932705807039272,2.3850297714886283e-05,-0.005737656426876427
2020-02-24,-0.011860505611406504,0.004688709752836026,-0.014736356812537363,-0.007871687862535916,-0.0025192724035140016,-0.008401292033519067,-0.015274094041604661
2020-02-25,-0.012089994127292995,-7.608695439874011e-05,-0.021803781291261388,-0.01404382405365104,-0.009589990068552835,-0.011799332956963374,-0.015212644157166678
2020-02-26,0.0007852909448211008,-0.0026412467697437413,-0.007768737698841375,-0.007779541270363541,-0.004072859948965372,-0.006058362752055686,-0.0016296800370565968
2020-02-27,-0.019432023333451294,0.0003736526012784135,-0.01989189231353985,-0.0197044384510776,-0.007533299642845144,-0.018985212828999554,-0.02224681345221651
2020-02-28,0.0056053923669427625,0.008025650702220324,-0.009017840021496248,-0.005995501037514332,-0.0013036706592421182,-0.0033020258560652127,0.0028821537448387897
2020-03-02,0.019902843848270183,-0.0012950265333831952,0.017746711346811047,0.016886854081838057,0.005633014611051392,0.014515434139236612,0.021896066842652565
2020-03-03,-0.007896918058218638,0.010698216573234713,-0.007726585365342466,0.002761198148918565,0.0019330702096617249,0.0005275902715011084,-0.009145181611061363
2020-03-04,0.014735030233968464,-0.001984867052447285,0.015560153837457288,0.010408150528529926,0.005242853408563366,0.011379345499727607,0.016992928370420848
2020-03-05,-0.007104661136399392,0.00808374421242834,-0.013975553625159008,-0.005634279141402803,-0.0009948811796517357,-0.008283496046704265,-0.01083146967179559
2020-03-06,0.0006235336242718451,0.016550302859068156,-0.0024951079363922605,-0.0072611813178200145,0.008382857540998817,-0.006925318405722195,-0.003225706730610395
2020-03-09,-0.02746493061108859,-0.0028182425199674323,-0.054799411241274465,-0.04963984261077565,-0.020601603592156133,-0.04649823222981345,-0.04142127364815731
2020-03-10,0.013675897114598358,-0.022252955588546057,0.008918177592765721,0.00838901317868343,-0.006265350104233496,0.010124298107830908,0.01630250564577332
2020-03-11,-0.028120737648298783,-0.02364698577122771,-0.046135814764506934,-0.03178655553988161,-0.02871519316047823,-0.03153033865167461,-0.033749826144131814
2020-03-12,-0.05044816275129644,-0.029215156422287628,-0.0688928041281733,-0.059322976868140115,-0.036303906453109915,-0.05600451624316829,-0.06228896706827493
2020-03-13,0.04927439791618296,0.010739594141479163,0.038993907100066366,0.03393365576308036,0.019858019778300026,0.04007436536315957,0.05197012917965884
2020-03-16,-0.04317801934428055,0.01436203780931089,-0.07120589970174179,-0.05482755240667125,-0.021962046636126217,-0.05801766646564825,-0.05448622084473286
2020-03-17,0.009670964465731405,-0.0333236072041995,0.016477649356096757,-0.0028527198859688288,-0.0058817972110867915,0.0011060339264858615,0.012482823298956976
2020-03-18,-0.034229450501921124,-0.0438558543050384,-0.0589600027282232,-0.06300475983776552,-0.04070014938367955,-0.05752352089495795,-0.04580613606962433
2020-03-19,0.00891942260111289,0.0056047814531233146,0.03099196111995854,0.016157144906154608,0.02382786020590289,0.00908056096662365,0.010197031454174842
2020-03-20,-0.0029862410768878127,0.02812694668150407,0.0007175900695273116,-0.00016149538650359063,0.015631031548905674,-0.0043893596115696775,-0.004590462384944724
2020-03-23,0.015640491194649768,0.03751539273794185,0.002315301548886455,0.000984595781601403,0.015392995861869062,0.0013966713586090066,0.009837434310610347
2020-03-24,0.04068690891135361,0.009029991337053352,0.053835766298840855,0.04699927894165958,0.022311471955645385,0.04240104579978206,0.05174390001851127
2020-03-25,0.0030992854731021393,0.013052899594883802,0.005775379298955939,0.023953864222709714,0.0019385632825586056,0.025741141644768338,0.009083670012204023
2020-03-26,0.023327141079732182,0.004161023874551856,0.037726645856902066,0.025321467276188826,0.015562596709982227,0.025610700565289017,0.029525248312309103
2020-03-27,-0.013555248263182303,0.005576604027315497,-0.018046380200942694,-0.004529063182302692,-0.004016378584246712,-0.004891770491882449,-0.017562315360562963
2020-03-30,0.016177568266083058,0.0016232739720326665,0.012472619040100243,0.006214180647304411,0.005083311213145999,0.008065759839576844,0.016731575395472244
2020-03-31,-0.011033909881171198,-0.006080491483946076,-0.006695952170287399,-0.009872303393659295,-0.00682902388143262,-0.00797488158730152,-0.009535032641946314
