Date,AGG,DBC,EEM,EFA,GLD,HYG,IWM,LQD,SPY,TLT,UUP,VNQ,VT,XLE,XLK
2008-07-01,61.84346389770508,39.204978942871094,31.36939239501953,41.74525451660156,92.66000366210938,33.36528396606445,54.60403060913086,53.62165451049805,93.65327453613281,56.5673942565918,19.282920837402344,29.08196258544922,34.298526763916016,52.34087371826172,17.97722625732422
2008-07-02,61.76906967163086,39.953468322753906,30.475135803222656,41.081573486328125,93.16999816894531,33.34025192260742,53.05495834350586,53.584476470947266,92.0483627319336,56.863197326660156,19.18852424621582,28.72323226928711,33.79557418823242,50.76211166381836,17.74015998840332
2008-07-03,61.78765106201172,39.936256408691406,30.3880558013916,41.34580993652344,92.05999755859375,33.325958251953125,52.76942443847656,53.515377044677734,92.1431884765625,56.73994827270508,19.3773193359375,28.429275512695312,33.886383056640625,50.013973236083984,17.6611385345459
2008-07-07,62.00481414794922,39.394256591796875,30.279809951782227,40.98938751220703,91.2300033569336,33.354576110839844,52.10316467285156,53.765071868896484,91.20214080810547,56.99879455566406,19.36015510559082,27.791534423828125,33.816532135009766,48.759193420410156,17.858692169189453
2008-07-08,62.24680709838867,37.96611785888672,30.65163230895996,41.20447540283203,90.86000061035156,33.265113830566406,53.99091339111328,54.0573616027832,92.82162475585938,57.36855697631836,19.445974349975586,29.864198684692383,33.879398345947266,47.9521369934082,18.040441513061523
2008-07-09,62.488792419433594,37.940303802490234,30.032718658447266,40.669822692871094,91.5,33.15061950683594,52.54733657836914,54.094520568847656,91.03436279296875,57.62126159667969,19.30866813659668,27.82642364501953,33.48821258544922,47.039039611816406,17.50309944152832
2008-07-10,62.544578552246094,38.972694396972656,30.57632827758789,41.020118713378906,93.52999877929688,33.19355010986328,53.06290817260742,53.78639221191406,91.4063949584961,57.61504364013672,19.29150390625,28.3645076751709,33.43232345581055,48.48230743408203,17.724361419677734
2008-07-11,62.191017150878906,39.51470184326172,30.371597290039062,40.374847412109375,95.16000366210938,33.15061950683594,53.35637283325195,53.37191390991211,90.34131622314453,56.795413970947266,19.162778854370117,28.225008010864258,33.2856330871582,48.18777084350586,17.558412551879883
2008-07-14,62.284053802490234,39.53190994262695,30.333940505981445,40.288822174072266,95.91000366210938,33.0718879699707,52.47594451904297,53.398502349853516,89.5243148803711,57.294586181640625,19.12845230102539,27.243484497070312,33.173858642578125,48.505863189697266,17.42407989501953
2008-07-15,62.52600860595703,38.27583312988281,29.827985763549805,39.64356231689453,96.16999816894531,32.56022262573242,52.25386428833008,53.38786697387695,88.26222229003906,57.27609634399414,19.111289978027344,26.979419708251953,32.66393280029297,46.46175003051758,17.384565353393555
2008-07-16,62.048221588134766,37.69081115722656,30.689289093017578,40.374847412109375,94.44000244140625,32.66757583618164,54.17332077026367,52.96810531616211,90.42886352539062,56.24079895019531,19.2056884765625,28.94744300842285,33.33454513549805,45.26587677001953,17.637435913085938
2008-07-17,61.77523422241211,36.8046760559082,30.832843780517578,40.98938751220703,94.22000122070312,32.76416778564453,54.25265121459961,52.787452697753906,91.33346557617188,55.951148986816406,19.240013122558594,29.296205520629883,33.760643005371094,44.52363204956055,17.819171905517578
2008-07-18,61.41535186767578,36.176639556884766,30.56691551208496,41.25363540649414,94.16999816894531,33.29016876220703,54.63334655761719,52.691829681396484,91.90245819091797,55.741600036621094,19.240013122558594,29.34602165222168,33.7257194519043,45.30122756958008,18.016727447509766
2008-07-21,61.73801040649414,36.61540985107422,30.945791244506836,41.49330139160156,95.12000274658203,33.4547233581543,55.29964065551758,52.750267028808594,91.95353698730469,55.957305908203125,19.171361923217773,29.56525421142578,33.830501556396484,46.656131744384766,17.6611385345459
