Date,AGG,DBC,EEM,EFA,GLD,HYG,IWM,LQD,SPY,TLT,UUP,VNQ,VT,XLE,XLK
2008-07-01,61.8434944152832,39.204978942871094,31.369384765625,41.74525451660156,92.66000366210938,33.20549774169922,54.6040153503418,53.62168884277344,93.65327453613281,56.56741714477539,19.282922744750977,29.081974029541016,34.298519134521484,52.34088134765625,17.977224349975586
2008-07-02,61.76905059814453,39.95346450805664,30.475130081176758,41.08155822753906,93.16999816894531,33.18057632446289,53.05495071411133,53.584476470947266,92.04834747314453,56.86324691772461,19.18852424621582,28.723234176635742,33.79557418823242,50.76211166381836,17.740161895751953
2008-07-03,61.78763961791992,39.93625259399414,30.388057708740234,41.3458137512207,92.05999755859375,33.16633605957031,52.76942443847656,53.515419006347656,92.14318084716797,56.73994827270508,19.377321243286133,28.42928695678711,33.886383056640625,50.013973236083984,17.661136627197266
2008-07-07,62.0047721862793,39.39425277709961,30.279813766479492,40.989376068115234,91.2300033569336,33.19479751586914,52.10316848754883,53.765113830566406,91.2021484375,56.998775482177734,19.360157012939453,27.79154396057129,33.816532135009766,48.75921630859375,17.858694076538086
2008-07-08,62.24681091308594,37.96611785888672,30.65163230895996,41.20447540283203,90.86000061035156,33.10578918457031,53.990909576416016,54.05732345581055,92.82164764404297,57.36852264404297,19.445972442626953,29.864198684692383,33.87939453125,47.9521598815918,18.040430068969727
2008-07-09,62.48875427246094,37.9403076171875,30.0327205657959,40.669830322265625,91.5,32.991817474365234,52.547332763671875,54.09453201293945,91.03434753417969,57.62119674682617,19.308670043945312,27.826427459716797,33.48822784423828,47.03903579711914,17.503089904785156
2008-07-10,62.54466247558594,38.97269058227539,30.576332092285156,41.02010726928711,93.52999877929688,33.03458786010742,53.06288528442383,53.7863655090332,91.40637969970703,57.61505889892578,19.29150390625,28.36450958251953,33.43232727050781,48.48233413696289,17.72435188293457
2008-07-11,62.19095230102539,39.514705657958984,30.371597290039062,40.374847412109375,95.16000366210938,32.991817474365234,53.356388092041016,53.371925354003906,90.34134674072266,56.795406341552734,19.162778854370117,28.224992752075195,33.28563690185547,48.18777084350586,17.558412551879883
2008-07-14,62.2840461730957,39.53190612792969,30.33393669128418,40.288818359375,95.91000366210938,32.913516998291016,52.47592544555664,53.39849853515625,89.52428436279297,57.294593811035156,19.12845230102539,27.243486404418945,33.173858642578125,48.50587463378906,17.424074172973633
2008-07-15,62.52599334716797,38.27583312988281,29.82797622680664,39.643558502197266,96.16999816894531,32.404300689697266,52.25385284423828,53.38785934448242,88.26227569580078,57.27610397338867,19.111291885375977,26.97941017150879,32.66392517089844,46.461734771728516,17.38456153869629
2008-07-16,62.048240661621094,37.690818786621094,30.689285278320312,40.374847412109375,94.44000244140625,32.51110076904297,54.17335891723633,52.9681396484375,90.42887115478516,56.24079513549805,19.2056884765625,28.94744110107422,33.33453369140625,45.26586151123047,17.637432098388672
2008-07-17,61.7752571105957,36.8046760559082,30.832841873168945,40.989376068115234,94.22000122070312,32.607269287109375,54.25263214111328,52.78744125366211,91.33344268798828,55.95112991333008,19.240015029907227,29.29620933532715,33.76064682006836,44.52362823486328,17.81917953491211
2008-07-18,61.41534423828125,36.17664337158203,30.566917419433594,41.25363540649414,94.16999816894531,33.13071823120117,54.63336944580078,52.69186019897461,91.90248107910156,55.74161148071289,19.240015029907227,29.346036911010742,33.72571563720703,45.30123519897461,18.016727447509766
2008-07-21,61.737972259521484,36.61540985107422,30.945791244506836,41.4932975769043,95.12000274658203,33.29450988769531,55.29962158203125,52.75027084350586,91.95352935791016,55.957298278808594,19.17136001586914,29.56525230407715,33.830501556396484,46.65613555908203,17.661136627197266
2008-07-22,61.52705764770508,35.815303802490234,30.96462059020996,41.6346435546875,93.05999755859375,33.40846633911133,56.68766403198242,53.09031677246094,92.99671173095703,55.67995834350586,19.308670043945312,30.357452392578125,34.019107818603516,45.1068229675293,17.566314697265625
2008-07-23,61.601531982421875,35.00659942626953,31.009336471557617,41.78828048706055,90.56999969482422,33.31944274902344,57.05254364013672,52.904361724853516,93.50006103515625,55.56906509399414,19.385900497436523,31.214412689208984,34.2845458984375,43.469154357910156,17.882396697998047
2008-07-24,62.02961730957031,35.03240966796875,29.863279342651367,41.02626419067383,91.33000183105469,33.397789001464844,55.60896301269531,53.371925354003906,91.55956268310547,56.111324310302734,19.368738174438477,29.146728515625,33.53012466430664,43.36311340332031,17.424074172973633
2008-07-25,61.71321487426758,34.59364700317383,30.068016052246094,41.11228942871094,91.69000244140625,33.4690055847168,56.061073303222656,53.09031677246094,91.5376968383789,55.550567626953125,19.394485473632812,29.625043869018555,33.67680740356445,43.48093032836914,17.669042587280273
2008-07-28,61.992401123046875,34.76570510864258,29.559703826904297,40.42400360107422,91.7300033569336,33.355037689208984,55.10926055908203,53.39849853515625,90.19541931152344,56.111324310302734,19.35157585144043,29.141752243041992,33.13893508911133,43.65177536010742,17.297639846801758
2008-07-29,61.91796875,34.36996078491211,31.197593688964844,40.823463439941406,90.58999633789062,33.3621711730957,56.45765686035156,53.26567077636719,92.12130737304688,55.88335418701172,19.514625549316406,30.496959686279297,33.460262298583984,43.13337707519531,17.64533042907715
2008-07-30,61.98617172241211,35.04961395263672,30.87284278869629,41.20447540283203,89.5199966430664,33.36928939819336,56.7987174987793,53.52070999145508,93.7626953125,55.93879699707031,19.497465133666992,30.3923282623291,34.019107818603516,45.70180892944336,17.76386260986328
2008-07-31,62.30262756347656,34.75710678100586,30.18097496032715,40.79887008666992,90.08000183105469,33.43692398071289,56.56869888305664,53.85544204711914,92.52255249023438,56.49346923828125,19.497465133666992,30.013675689697266,33.67680740356445,43.82849884033203,17.661136627197266
2008-08-01,62.2291145324707,34.36996078491211,29.976238250732422,40.19049072265625,89.56999969482422,33.287391662597656,56.640071868896484,53.66111755371094,92.03376007080078,56.618404388427734,19.557533264160156,30.0385684967041,33.48123550415039,43.82259750366211,17.46358871459961
2008-08-04,62.0484504699707,33.23433303833008,29.058460235595703,39.80949401855469,88.13999938964844,33.057899475097656,56.116580963134766,53.666534423828125,91.18025970458984,56.48851776123047,19.56611442565918,29.600128173828125,32.99224853515625,41.760772705078125,17.550506591796875
2008-08-05,61.942569732666016,33.00204849243164,29.432626724243164,40.81731033325195,86.08000183105469,33.29096221923828,57.07632064819336,53.431636810302734,93.63867950439453,56.067935943603516,19.712005615234375,30.930423736572266,33.80255126953125,42.072998046875,17.882396697998047
2008-08-06,61.87406921386719,32.64931106567383,30.018596649169922,40.82960510253906,86.63999938964844,33.06864929199219,57.361873626708984,53.51168441772461,94.05447387695312,55.83909225463867,19.772075653076172,30.78095245361328,34.026084899902344,43.03322982788086,18.135263442993164
2008-08-07,62.1980094909668,32.82998275756836,28.98785972595215,40.01228332519531,86.08999633789062,33.0291748046875,56.50525665283203,53.95474624633789,92.65384674072266,56.748291015625,19.87505340576172,29.96882438659668,33.250709533691406,42.532493591308594,18.103647232055664
2008-08-08,62.10457229614258,31.909425735473633,29.058460235595703,40.17819595336914,84.43000030517578,33.086578369140625,57.99638366699219,54.00813674926758,94.3754653930664,56.902896881103516,20.192575454711914,30.84073829650879,33.690799713134766,41.81379318237305,18.451339721679688
2008-08-11,61.948768615722656,31.875017166137695,28.754878997802734,40.14131546020508,81.12999725341797,32.99333572387695,59.384437561035156,53.76256561279297,95.35298919677734,56.35862731933594,20.304136276245117,31.83720588684082,33.89337921142578,41.79612350463867,18.569875717163086
2008-08-12,62.21046447753906,31.599716186523438,28.51483726501465,39.85248947143555,80.5199966430664,33.12241744995117,58.94026565551758,54.088157653808594,94.36087799072266,56.8843994140625,20.261228561401367,31.12474250793457,33.42535400390625,41.81966781616211,18.609394073486328
2008-08-13,62.10457229614258,32.65791320800781,28.507787704467773,39.22567367553711,81.55999755859375,33.17263412475586,59.154415130615234,53.80524444580078,93.79185485839844,56.68642044067383,20.261228561401367,30.671337127685547,33.05510711669922,43.298301696777344,18.53827476501465
